pos	id	title	duration_s	words	sentences	wps	verdict	provenance
730	XyqzVNNZEBQ	EEVblog #1154 - Surprising 4K Dumpster TV Fault	1780	5039	446	11.3	good	youtube-asr
731	eOWtrO04NOk	EEVblog #1153 - 1970's Programmable Calculator Teardown	2328	6294	595	10.6	good	youtube-asr
732	8itTKH5tj3s	EEVblog #1152 - 240V-120V = Magic Smoke!	1163	3171	280	11.3	good	youtube-asr
733	6IzVrEk72ww	eevBLAB #56 - Another Bogus Copyright Claim	571	1498	0	1498.0	needs-whisper	whisper-large-v3
734	6rn3p4YlNB4	EEVblog #1151 - Dumpster Dive Yamaha Receiver	834	2161	213	10.1	good	youtube-asr
735	UDGsZcAWgL8	Rigol MSO5000 Bug Bonanza	2379	6055	6	1009.2	needs-whisper	whisper-large-v3
736	HmwEh5P3D54	EEVblog #1150 - Electrostatic Speaker Teardown	1786	4886	446	11.0	good	youtube-asr
737	MsNbK7kCcKA	EEVblog #1149 - How An Electrostatic Whiteboard Works	899	2428	221	11.0	good	youtube-asr
738	Z4qVzeZfNAE	EEVblog #1148 - Mailbag	1835	4488	10	448.8	needs-whisper	whisper-large-v3
739	TdNUO3MSfJs	EEVblog #1147 - 1 Cent Regulator! That's MAD!	1790	4817	477	10.1	good	youtube-asr
740	P5faiEUXbGg	EEVblog #1146 - New Rigol MSO5000 Oscilloscope	2364	6533	575	11.4	good	youtube-asr
741	ti8mbPIAvbI	New EEVblog Lab Tour (Incomplete Edition)	654	2046	154	13.3	good	youtube-asr
742	XDY2MYzvDIM	EEVBlog #1145 - Dumpster Diving 4K TV!	1137	3100	357	8.7	good	youtube-asr
743	4Zw_W0iaGFM	EEVblog #1144 - Padauk Programmer Reverse Engineering	914	2386	1	2386.0	needs-whisper	whisper-large-v3
744	fF65DBtsaEo	EEVBlog #1143 - Eakins Microscope Barlow Lenses	733	1995	170	11.7	good	youtube-asr
745	VAN7NFlg2eE	EEVblog #1142 - EEVblog LAB Tour - Before	1027	3188	259	12.3	good	youtube-asr
746	ReOb8lHFixU	Youtube Community Strike! - w00t!	621	1672	0	1672.0	needs-whisper	whisper-large-v3
747	Uf-UirhJ23k	The EEVblog Lab is moving!	414	1298	0	1298.0	needs-whisper	whisper-large-v3
748	r45r4rV5JOI	EEVblog #1141 - Padauk 3 CENT Micro - Programmer	1182	3673	1	3673.0	needs-whisper	whisper-large-v3
749	Rixo78hv_lw	EEVblog #1140 - 3 CENT Micro LED Blinky with ICE!	1645	4757	460	10.3	good	youtube-asr
750	kypSsA6EZzc	EEVblog #1139 - OCXO Oven Oscillator Repair	862	2432	244	10.0	good	youtube-asr
751	C7S7wjuDEdw	EEVblog #1138 - Systron Donner Counter Teardown	1579	4244	422	10.1	good	youtube-asr
752	SQoNor6wW-4	FranLab Evicted!	333	927	0	927.0	needs-whisper	whisper-large-v3
753	OyIgZ549D1g	EEVblog #1137 - Mailbag Monday	1516	4272	437	9.8	good	youtube-asr
754	8dbYGefDdWo	EEVblog #1136 - Banksy Artwork Shredder - Part 2 (Still Trolling!)	1282	3644	282	12.9	good	youtube-asr
755	GarToEo6ekQ	EEVacademy #9 - Implementing SCPI in C++	1425	3395	308	11.0	good	youtube-asr
756	MlD4x0WMbZo	eevBLAB #55 - Solidworks Pricing SUCKS!	417	1136	0	1136.0	needs-whisper	whisper-large-v3
757	r1gTu5r8mkQ	EEVblog #1135 - Science Fair 200-in-1 with Sagan	1653	3747	5	749.4	needs-whisper	whisper-large-v3
758	YX0MJjq9MuU	EEVblog #1134 - Dumpster Diving Teardown Tuesday	877	2191	266	8.2	good	youtube-asr
759	udvPyB7XcQ8	EEVblog #1133 Mailbag Monday	1741	4535	2	2267.5	needs-whisper	whisper-large-v3
760	VYhAGnsnO7w	EEVblog #1132 - The 3 Cent Microcontroller!	1789	5044	499	10.1	good	youtube-asr
761	SdKdQWhlNTY	EEVBlog #1131 - £1M Prank - Banksy Artwork Shredded! HOW?	1137	2897	0	2897.0	needs-whisper	whisper-large-v3
762	cwNBfnNO4AY	EEVblog #1130 - Mailbag Monday	1193	2894	0	2894.0	needs-whisper	whisper-large-v3
763	R_Ud-FxUw0g	EEVblog #1129 - Creating a Nice Readable Schematic	5106	14958	2	7479.0	needs-whisper	whisper-large-v3
764	d9yA6bEhwAA	EEVblog #1128 - Studio Monitor Speaker Noise - Part 2	774	2214	0	2214.0	needs-whisper	whisper-large-v3
765	2Z3URu9vQBk	EEVblog #1127 - Mailbag Monday	2556	6650	756	8.8	good	youtube-asr
766	TCpo_vNWzMs	EEVblog #1126 - Mystery Teardown!	1195	3087	302	10.2	good	youtube-asr
767	CWVbVSKT7js	EEVblog #1125 - Amazing $500 Soldering/Inspection Microscope!	1173	3351	247	13.6	good	youtube-asr
768	qp-JyM3wCLg	eevBLAB #53 - Beware of Trademark Scams	446	1180	0	1180.0	needs-whisper	whisper-large-v3
769	6AzXQ7sfYPU	EEVblog #1124 - Rigol 7000 Oscilloscope Teardown	1196	3249	339	9.6	good	youtube-asr
770	rTxw_UEVWbo	EEVblog #1123 - EEVblog Meetup 2 Electric Boogaloo	1112	2040	3	680.0	needs-whisper	whisper-large-v3
771	znvIAEquD3k	eevBLAB #52 - My Personal Data STOLEN from the Government!	1198	3197	3	1065.7	needs-whisper	whisper-large-v3
772	Tpvjo6wDFUA	EEVblog #1122 - Raspberry Pi 3 PoE Hat FAIL Investigation	1146	3070	289	10.6	good	youtube-asr
773	0Z32_MYxYhc	EEVblog #1121 - Fontus goes BANKRUPT!	1198	3266	234	14.0	good	youtube-asr
774	9SAzxlF57mc	EEVblog #1120 - How To Understand Polarised Light	1324	4354	2	2177.0	needs-whisper	whisper-large-v3
775	I7ppDNLlEL4	EEVBlog #1119 - Designing a 1kV Isolated Oscilloscope	1866	5843	719	8.1	good	youtube-asr
776	_k5MrB99lpU	EEVblog #1118 - Why Are Studio Monitors Noisy?	1409	3912	258	15.2	good	youtube-asr
777	CBD9vwKcvtY	EEVblog #1117 - PCB Power Plane Capacitance	1846	5122	12	426.8	needs-whisper	whisper-large-v3
778	GRondtKwrbg	Anouncement: Sydney - Electronex + EEVblog Meetup!	127	326	4	81.5	needs-whisper	whisper-large-v3
779	wopmEyZKnYo	EEVBlog #1116 - How to Remove Power Supply Ripple	1625	4419	285	15.5	good	youtube-asr
780	Ep4r-wD7PPs	KiCAD PCB Design	4711	12717	1602	7.9	good	youtube-asr
781	dpq5iJxt-is	EEVblog #1115 - Traps In Chips - And the 7660	1896	5264	390	13.5	good	youtube-asr
782	VnrtneFP_6A	eevBLAB #51- Industry Story - Design Deadlines & Unusual PCB Designs	1400	3997	5	799.4	needs-whisper	whisper-large-v3
783	_Z9es-D9_8g	EEVblog #1114 - NEW TS80 USB Soldering Iron Review	1342	3684	398	9.3	good	youtube-asr
784	FOa783WeDPU	EEVblog #1113 - Is a $5 USB Soldering Iron Useful?	973	2718	273	10.0	good	youtube-asr
785	O4xERdjPZHg	EEVblog #1111 - World's First Microcontroller & Electronic Game	1189	3451	287	12.0	good	youtube-asr
786	7NHu2veqk_4	EEVblog #1112 (PART 2) - More Vintage Warehouse Diving	821	1581	0	1581.0	needs-whisper	whisper-large-v3
787	mK4M8dv4NNU	EEVblog #1112 - Vintage Computer Warehouse Diving!	1684	3579	564	6.3	good	youtube-asr
788	e4lIkonz7Rw	EEVblog #1110 - Mailbag	4039	10695	1185	9.0	good	youtube-asr
789	xUKf-4rv_sQ	EEVacademy #8 - Howland Current Pump	526	1260	101	12.5	good	youtube-asr
790	fvTfBwRzpdo	EEVblog #1109 - Spectrum Analyser Design Walk-through	1541	4521	282	16.0	good	youtube-asr
791	iAcNjVdd25w	EEVblog #1108 - Casio CT-X700 Keyboard Teardown	1365	3907	373	10.5	good	youtube-asr
792	4Lh4Re68Ox0	eevBLAB #50 - Great Idea At The Wrong Time!	1072	3329	226	14.7	good	youtube-asr
793	r-V_Z3bD_PA	EEVblog #1107 - Shocking 4K BENQ Monitor Problem!	597	1605	141	11.4	good	youtube-asr
794	WXL-pWD44pc	EEVblog #1106 - Pace ADS200 Soldering Station Review (JBC Killer?)	2480	7230	649	11.1	good	youtube-asr
795	ZA5vlDdpbkw	EEVblog #1105 - $100 Custom LCD Design - Part 3 (µSupply Part 18)	1082	2982	274	10.9	good	youtube-asr
796	IpI-cGU6-FY	EEVblog #1104 - Omicron Labs Bode 100 Teardown	1104	2738	257	10.7	good	youtube-asr
797	66s9easZKxU	EEVBlog #1103 - Omicron Labs Bode 100 Review & Experiments	3585	10086	940	10.7	good	youtube-asr
798	HkJ7Tt-mQAQ	EEVblog #1102 - Casio FX730P 1980's BASIC Scientific Computer	891	2356	280	8.4	good	youtube-asr
799	HxBcQDooAYs	EEVblog #1101 - Siglent SVA1015X VNA Teardown	3554	9813	739	13.3	good	youtube-asr
800	MA5cMpHz3o4	eevBLAB #49 - Paid Dislikes! (AGAIN!) - BattBump	696	1866	0	1866.0	needs-whisper	whisper-large-v3
801	HBBGl_dHqAU	EEVblog #1100 - Dumpster Photocopier Repair	1195	3071	336	9.1	good	youtube-asr
802	KhRy6GDHgUA	EEVblog #1099 - BattBump Kickstarter REDACTED EDITION!	773	2072	1	2072.0	needs-whisper	whisper-large-v3
803	U_ftKolqq80	eevBLAB #48 - The end of Tech Journalism on Youtube?	578	1492	2	746.0	needs-whisper	whisper-large-v3
804	fQB0hKSy0og	EEVblog #1098 - 4K Video Editing PC Build	3219	8720	786	11.1	good	youtube-asr
805	SyXiWNZs7l4	EEVblog #1097 - Mailbag	3412	8763	5	1752.6	needs-whisper	whisper-large-v3
806	xB-Fs4yPL2o	EEVblog #1096 - ANENG Q1 Multimeter Teardown (Now in 4K!)	592	1730	144	12.0	good	youtube-asr
807	HmkIPkXpg9U	EEVblog #1095 - Is a $38 Multimeter any good? ANENG Q1 Review (4K!)	1176	3394	5	678.8	needs-whisper	whisper-large-v3
808	qo0mizb3CE8	EEVblog #1094 - Casio FX260 Solar II Calculator Tritium Nuclear Battery Experiments	1163	3144	2	1572.0	needs-whisper	whisper-large-v3
809	wF3xKFOJ804	EEVblog #1093 - Casio FX260 Solar II Calculator Review	1549	4194	406	10.3	good	youtube-asr
810	2bXjn3wwM8o	EEVblog #1092 - Wi-Charge IR Wireless Charging - Fact or Fiction?	1774	4924	3	1641.3	needs-whisper	whisper-large-v3
811	AoS06cktgzQ	EEVblog #1091 - LED Studio Light Repair	1119	3067	312	9.8	good	youtube-asr
812	GCHshGyvzoU	EEVblog #1090 - Sony Mystery Teardown	1690	4699	0	4699.0	needs-whisper	whisper-large-v3
813	KRzqd2fg_0o	eevBLAB #47 - Youtube Are Watching You	263	686	2	343.0	needs-whisper	whisper-large-v3
814	dkdLWronrlk	EEVblog #1089 - XTAL Oscillator Teardown	1023	2954	243	12.2	good	youtube-asr
815	DbT2aBlC0no	EEVblog #1088 - Uber Autonomous Car Accident Report	908	2450	151	16.2	good	youtube-asr
816	qHbkw0Gm7pk	EEVblog #1087 - UNBELIEVABLE Alesis Studio Monitor Fault!	1188	3249	332	9.8	good	youtube-asr
817	aQQE8V9NBXw	EEVblog #1086 - 5 Year Solar Power Results - Payback?	1162	0	0	0	no-captions	whisper-large-v3
818	1xicZF9glH0	EEVblog #1085 - Bypass Capacitors Visualised!	2015	5609	352	15.9	good	youtube-asr
819	v3dur6UiEAw	EEVblog #1084 - Pocket Multimeter Shootout Part 2	786	2134	165	12.9	good	youtube-asr
820	LCFEonQDkQU	EEVblog #1083 - Pocket Multimeter Shootout	4156	11737	1146	10.2	good	youtube-asr
821	SRSAK3D8VJU	EEVblog #1082 - What Do Compliance Logos Mean?	1191	3389	222	15.3	good	youtube-asr
822	P8MpZGjwgR0	EEVblog #1081 - Are Bypass Capacitors REALLY needed? (Muntzing)	2107	5857	455	12.9	good	youtube-asr
823	6vbI-r5aXJI	EEVblog #1080 - Gigatron TTL RISC Kit Computer Review	1093	2977	0	2977.0	needs-whisper	whisper-large-v3
824	4SX2W_wChJs	EEVblog #1079 - Mailbag	2717	6819	899	7.6	good	youtube-asr
825	vwo7sSrSSW4	EEVblog #1078 - World's Thinnest Calculator Teardown!	1929	4755	6	792.5	needs-whisper	whisper-large-v3
826	noNyZ2A3k4Q	eevBLAB #46 - Indiegogo Campaign Logo Fraud	394	1059	0	1059.0	needs-whisper	whisper-large-v3
827	Z9itl1M75_Q	EEVblog #1077 - Dumpster PC Repair	1121	3063	281	10.9	good	youtube-asr
828	Dj1-5AVJzuQ	EEVblog #1076 - KRK Textile Dome Tweeter Teardown	387	944	0	944.0	needs-whisper	whisper-large-v3
829	w1Js9R39778	EEVBlog #1075 - Digital BitBox Hardware Wallet Review	1625	4566	1	4566.0	needs-whisper	whisper-large-v3
830	10D5jpO45Lo	EEVblog #1074  - Custom LCD Design - Part 2 - (µSupply Part 17)	1260	3918	245	16.0	good	youtube-asr
831	019eUy-vNhk	EEVblog #1073 - MORE KRK Rokit Black Gunk Speaker Repair	1067	2877	214	13.4	good	youtube-asr
832	dftkoD7LG0A	EEVblog #1072 - KRK Rokit 6 Studio Monitor Speaker Repair	2108	5460	569	9.6	good	youtube-asr
833	Jjv1ETu89vY	EEVblog #1071 - (UPDATED) Dumpster Dive HP Envy Touch PC REPAIR	1977	5387	553	9.7	good	youtube-asr
834	5WlRm-ghuoA	EEVblog #1070 - What The Hack? Dumpster Hacking!	332	958	0	958.0	needs-whisper	whisper-large-v3
835	eGFaOsKh9CQ	EEVblog #1069 - Mailbag	2614	6929	878	7.9	good	youtube-asr
836	QCCmqosHT-o	EEVblog #1068 - Autonomous Uber Incident Update	741	2007	2	1003.5	needs-whisper	whisper-large-v3
837	HHALK0sv1Y0	EEVblog #1067 - Analog vs Digital Multimeters!	1754	5050	6	841.7	needs-whisper	whisper-large-v3
838	HjeR13u74Mg	EEVblog #1066 - Uber Autonomous Car Accident - LIDAR Failed?	935	2619	0	2619.0	needs-whisper	whisper-large-v3
839	yyt0X2CGDRM	EEVblog #1065 - Soldering Iron Power Delivery Explained	1384	3993	254	15.7	good	youtube-asr
840	scvS2yeUH00	EEVblog #1064 - Soldering Irons OLD vs NEW	1571	4368	297	14.7	good	youtube-asr
841	tlKg6rSMPEs	EEVblog #1063 - Weller WE1010 vs Hakko FX888D Soldering Station	2551	6873	670	10.3	good	youtube-asr
842	ibPgfzd9zd8	EEVblog #1062 - Trezor Model T Hardware Wallet Review	2701	7334	1	7334.0	needs-whisper	whisper-large-v3
843	8zsrGmVnbx8	ANNOUNCEMENT: EEVblog2	323	904	2	452.0	needs-whisper	whisper-large-v3
844	6cPPUm5N8d8	Keysight Scope Giveaway Bonanza!	321	852	0	852.0	needs-whisper	whisper-large-v3
845	11YX-yByl10	EEVblog #1061 - Data IO Programmer REPAIR - Part 1	1445	3899	379	10.3	good	youtube-asr
846	9MIzbTpdt80	EEVblog #1060 - $35,000 DataIO Unisite Universal Programmer Teardown!	2811	7880	696	11.3	good	youtube-asr
847	n0jSPmWlUU8	eevBLAB #45 - WIRED Job Ad & Tech Journalism	482	1352	0	1352.0	needs-whisper	whisper-large-v3
848	Z7sCNTG1lGs	EEVblog #1059 - Quick 861DW Hot Air Waveform Measurement	916	2744	186	14.8	good	youtube-asr
849	N_yHkrVYrBE	EEVblog #1058 - Quick 861DW Hot Air Rework Station Review	2223	6242	575	10.9	good	youtube-asr
850	1VlKoR0ldIE	EEVblog #1057 -  µCurrent Murphy	2310	5848	531	11.0	good	youtube-asr
851	Ac1zZo7wLo8	eevBLAB #44 - Sonos Deliberately Bricking Products!	593	1655	0	1655.0	needs-whisper	whisper-large-v3
852	d8i125NSaqE	EEVblog #1056 - Digilent Open Scope MZ Review	2728	7147	2	3573.5	needs-whisper	whisper-large-v3
853	ZYvxgl-9tNM	EEVblog #1055 - How to Design a Custom LCD- µSupply Part 16	1902	5771	357	16.2	good	youtube-asr
854	hMBbnWjbUAU	EEVblog #1054 - How an Analog PC Joystick Works	1103	3216	165	19.5	good	youtube-asr
855	XRc7Qxf4ltM	EEVblog #1053 - The Biggest 80's Computer FAIL - IBM PC Jr	2338	6329	13	486.8	needs-whisper	whisper-large-v3
856	ZASKMqgrY70	EEVblog #1052 - BEWARE Crap Banana Plugs!	891	2417	212	11.4	good	youtube-asr
857	dFAuPuHiECE	Guest Video: - Kaizer Power Electronics - Sony BVP-7AP Vintage Video Camera Teardown	1326	2735	4	683.8	needs-whisper	whisper-large-v3
858	XqakD0dXdjM	Guest Video: Kerry Wong - HP493A 8GHz Microwave RF Amplifier Teardown	2101	4366	1	4366.0	needs-whisper	whisper-large-v3
859	yabl87SD-3M	Guest Video: Brian Lough - ESP8266 Libraries	910	2701	0	2701.0	needs-whisper	whisper-large-v3
860	XRyDyOANQhc	Guest Video: The Defpom - Fluke Calibrator Repair	1144	3059	257	11.9	good	youtube-asr
861	-9l41zNWlxY	Guest Video: Voltlog #142 - Mailbag	1064	2537	0	2537.0	needs-whisper	whisper-large-v3
862	HbMnQdRzD8A	Guest Video: Bob DuHamel - How Opamp Virtual Grounds Work	650	1788	0	1788.0	needs-whisper	whisper-large-v3
863	EVcxrYnY1ok	Guest Video: TGSoapbox - RF Crystal Detectors	813	2011	3	670.3	needs-whisper	whisper-large-v3
864	NvIv-0-R6qQ	Guest Video: TannerTech Designing a Frequency Counter	1239	3422	3	1140.7	needs-whisper	whisper-large-v3
865	EHLRQbCW5oM	Guest Video: Electronoobs - Building a POV Display	883	2482	1	2482.0	needs-whisper	whisper-large-v3
866	vr8ROiYs8AQ	Guest Video: Raising Awesome - Young Dave Jones	357	790	1	790.0	needs-whisper	whisper-large-v3
867	lKCNS85RDdA	121GW Indiegogo SCAM!	225	609	1	609.0	needs-whisper	whisper-large-v3
868	vwAhHz7Zpzk	Guest Video - Karl Adams - Audio Distortion Measurement	660	1532	117	13.1	good	youtube-asr
869	8OaZ89TN0fo	Guest Video: OpenTechLab - IcoBoard FPGA Experiments	1310	4137	1	4137.0	needs-whisper	whisper-large-v3
870	dUKn1a9sstk	ANNOUNCEMENT: Guest Videos	106	285	4	71.2	needs-whisper	whisper-large-v3
871	liXaHJLn6Ps	EEVblog #1051 - 121GW Multimeter Mass Turbulence	588	1296	5	259.2	needs-whisper	whisper-large-v3
872	W_4Imp3TJAI	EEVblog #1050 - MORE Solar Roadways LOL!	588	1347	3	449.0	needs-whisper	whisper-large-v3
873	eBzixNYF5K4	EEVblog #1049 - Mailbag	2904	7704	781	9.9	good	youtube-asr
874	4tcC_TdhzUU	eevBLAB  #43 - Kickstarter Vultures	1048	2776	0	2776.0	needs-whisper	whisper-large-v3
875	SKWYO3Qh79A	EEVblog #1048 - Ledger Nano S Crypto Hardware Wallet	2444	7181	588	12.2	good	youtube-asr
876	rpwx-8s1M38	EEVblog #1047 - Solar Roadways FINALLY BUSTED! (Colas Wattway)	1190	3325	0	3325.0	needs-whisper	whisper-large-v3
877	EOCj0ZtFmMg	ANNOUNCEMENT: Guest Videos Request	284	792	1	792.0	needs-whisper	whisper-large-v3
878	LDt_WXnEnw0	eevBLAB #42 - Patreon FAIL!	779	2018	5	403.6	needs-whisper	whisper-large-v3
879	pW4HjuH1QRY	EEVblog #1046 - Mysterious Digital Voltage Doubling (LCD design)	679	1740	1	1740.0	needs-whisper	whisper-large-v3
880	ZP0KxZl5N2o	EEVblog #1045 - How To Drive an LCD	1305	3696	250	14.8	good	youtube-asr
881	-_rqzsJy_Qs	Demonstrating Creation of a Xamarin C# Multiplatform Calculator App	2262	4546	1	4546.0	needs-whisper	whisper-large-v3
882	fWhnT8FVR5Y	ANNOUNCEMENT: 121GW Multimeter on Kickstarter!	207	557	4	139.2	needs-whisper	whisper-large-v3
883	Gwp645Vv8Bs	eevBLAB #41 - VidMe Is Shutting Down!	1821	5127	1	5127.0	needs-whisper	whisper-large-v3
884	mo4_5vG8bbU	EEVblog #1044 - LCD Technology Tutorial	1606	4669	261	17.9	good	youtube-asr
885	zy_Qlx_djCU	EEVblog #1043 - Mailbag	2751	6819	2	3409.5	needs-whisper	whisper-large-v3
886	EMPRf2K0qSM	eevBLAB #40 - Let's Talk About My Content	1666	4620	1	4620.0	needs-whisper	whisper-large-v3
887	Kay4Jk2DHuE	EEVblog #1042 - Siglent's $499 SDS1104X-E 4CH Oscilloscope Teardown	1361	3699	340	10.9	good	youtube-asr
888	xTZpGM2P9u4	MCAD Shootout! - Rhino vs Solidworks vs OnShape	757	2132	0	2132.0	needs-whisper	whisper-large-v3
889	5CiR3cZGZS8	EEVblog #1041 - Keysight Calibration Lab Tour	1248	3070	1	3070.0	needs-whisper	whisper-large-v3
890	2J9Y1-gxxhE	EEVblog #1040 - Caesium Beam Frequency Standards	654	1796	156	11.5	good	youtube-asr
891	M0dZgP0SieE	EEVblog #1039 - Keysight Metrology Standards Lab	1671	4946	459	10.8	good	youtube-asr
892	ywewix7DlpI	EEVblog #1038 - Uni-T UPO2104CS Oscilloscope Teardown	1973	5238	7	748.3	needs-whisper	whisper-large-v3
893	QgKY5QWehME	EEVblog #1037 - Solving Ceramic Capacitor Cracking	1721	5050	292	17.3	good	youtube-asr
894	VwdnGbI5ls8	EEVblog #1036 - PSU Fire PCB Repair	1150	3461	236	14.7	good	youtube-asr
895	Q2rvAoO-MIA	EEVblog #1035 - Flaming DIY Power Supply!	1200	3160	255	12.4	good	youtube-asr
896	WvaGXF-prz8	EEVblog #1034 - Mailbag	2524	6725	5	1345.0	needs-whisper	whisper-large-v3
897	rEOBcUW2Nf8	eevBLAB #39 - Youtube Alternatives	992	2649	1	2649.0	needs-whisper	whisper-large-v3
898	65ENph8sV-0	EEVblog #1033 - Sony WatchCam Pocket Flat CRT Monitor Teardown	1054	2736	1	2736.0	needs-whisper	whisper-large-v3
899	jtTwxs8dlnQ	eevBLAB #38 - Digikey & The US Government Watchlist!	379	1072	8	134.0	needs-whisper	whisper-large-v3
900	aVBmnVKDJQg	EEVblog #1032 Part 5 - John Kenny Keysight Interview	1843	7018	603	11.6	good	youtube-asr
901	DD7unrTrVdc	EEVblog #1032  Part 4 - John Kenny Keysight Interview	1934	6716	3	2238.7	needs-whisper	whisper-large-v3
902	fpstmpm_rFM	EEVblog #1032 Part 3 - John Kenny Keysight Interview	1953	6878	0	6878.0	needs-whisper	whisper-large-v3
903	ewtdnzlv0Rg	EEVblog #1032 Part 2 - John Kenny Keysight Interview	1432	5383	466	11.6	good	youtube-asr
904	WoRJOCdNahc	EEVblog #1032 Part 1 - John Kenny Keysight Interview	1679	5735	0	5735.0	needs-whisper	whisper-large-v3
905	rfaCFEqk05M	EEVacademy | Digital Design Series Part 3 - Designing Combinatorial Digital Logic Circuits	630	1741	0	1741.0	needs-whisper	whisper-large-v3
906	qWAqSSLwBtw	EEVblog #1031 - $25 DPS3003 PSU Module Characterisation	1360	4003	286	14.0	good	youtube-asr
907	Cw2AjcczHg4	EEVblog #1030 - $20 DIY Bench Power Supply!	1362	3906	326	12.0	good	youtube-asr
908	_1dr5FWYDgE	EEVblog #1029 - BGA PCB Fanout	2068	5906	436	13.5	good	youtube-asr
909	6ad0KP5EvpU	EEVblog #1028 - What's All This PC/104 Stuff Anyhow?	1791	4661	471	9.9	good	youtube-asr
910	b_Syp2uyqtE	eevBLAB #37 - Youtube Copyright Trolls	775	2194	0	2194.0	needs-whisper	whisper-large-v3
911	sNW3Xqtgkus	EEVblog #1027 -  Implantable NeuroStimulator Teardown	1443	3958	276	14.3	good	youtube-asr
912	K0zXjiSCv5I	EEVblog #1026 - Mystery Dumpster Diving PC	592	1521	2	760.5	needs-whisper	whisper-large-v3
913	ULtjwGN2olM	eevBLAB #36 - Demonetised!	590	1621	0	1621.0	needs-whisper	whisper-large-v3
914	dxRsxmDcIYs	EEVblog #1025 - Minute Physics + Bill Nye Promoting Rayton Solar	1784	4986	4	1246.5	needs-whisper	whisper-large-v3
915	C1on-LaIsCA	EEVblog #b10000000000 - 1K Micro Magic	1715	4535	10	453.5	needs-whisper	whisper-large-v3
916	Tk_3rYKWIIg	EEVblog #1023 - Rigol DL3021 Electronic Load Teardown	2720	7333	781	9.4	good	youtube-asr
917	rTPhuRQBmLQ	EEVblog #1022 - How To Find A $50 Oscilloscope On Ebay - REDUX	2177	6248	3	2082.7	needs-whisper	whisper-large-v3
918	vmZoMdaczO0	More Rohde and Schwarz Scope Winners!	284	733	0	733.0	needs-whisper	whisper-large-v3
919	7t_Zdpf8p_o	EEVblog #1021 - Retro Radio Shack TRS-80 Color Computer	1356	3507	6	584.5	needs-whisper	whisper-large-v3
920	7Br3L1B80ow	EEVblog #1020 - Is A $7 LCR / Component Tester Any Good?	953	2668	254	10.5	good	youtube-asr
921	WyV06NfWzoQ	EEVblog #1019 - Mailbag	2739	7039	784	9.0	good	youtube-asr
922	VVOi2dbtxC0	EEVacademy #6 - PID Controllers Explained	1631	4418	283	15.6	good	youtube-asr
923	sr1DOHnJi8I	EEVacademy | Digital Design Series Part 4 - Digital Logic Datasheets Explained	2993	7978	640	12.5	good	youtube-asr
924	ttvgJqbCXRs	EEVblog #1018 - ZeroPlus Logic Analysers	3331	9388	870	10.8	good	youtube-asr
925	LI_5ANmkVqo	EEVblog #1017 - Enter The World Of Atto Amps	1655	4619	380	12.2	good	youtube-asr
926	8C0G_UUyUg0	eevBLAB #34 - A Proposal For Youtube	375	1096	0	1096.0	needs-whisper	whisper-large-v3
927	Ru2rb7bFhag	EEVblog #1016 - Crude Multimeter High Voltage Overload Testing	1001	2728	4	682.0	needs-whisper	whisper-large-v3
928	ix2fR-rh1vc	EEVblog #1015 - Beware Evil (But Clever) DC Jacks!	483	1359	0	1359.0	needs-whisper	whisper-large-v3
929	uV9mW0rpRxg	eevBLAB #33 - Why Gold Plated Probes Matter	266	662	0	662.0	needs-whisper	whisper-large-v3
930	zRdovnGruqk	EEVblog #1014 - Masterlock Bluetooth Padlock Teardown	1456	4210	0	4210.0	needs-whisper	whisper-large-v3
931	GK462ztpfDk	Rohde & Schwarz RTB2004 Giveaway Winner!	875	2512	2	1256.0	needs-whisper	whisper-large-v3
932	GEQjhRCCWsU	EEVblog #1013 - Mailbag	2849	7577	6	1262.8	needs-whisper	whisper-large-v3
933	X4_iRB2DIW8	EEVblog #1012 - Best Bargain Ebay Bench Meter? - Fluke 8842A	1280	3732	287	13.0	good	youtube-asr
934	HsX9MJK9i4Y	EEVblog #1011 - Retro Teardown - World's First HD DVD Player	1923	5339	2	2669.5	needs-whisper	whisper-large-v3
935	0eKCalM4ueM	EEVblog #1010 - Zyntony Ra LED Strap Light Teardown	1112	3395	2	1697.5	needs-whisper	whisper-large-v3
936	YdbhnmA4M9g	EEVblog #1009 - DC Fundamentals Part 1: Voltage vs Power vs Energy	956	2559	184	13.9	good	youtube-asr
